-2.5913,0.27356,-0.03528,-0.0384
-3.0212,0.022741,-0.035088,-0.038325
-3.2113,0.023531,-0.034978,-0.03825
-3.3139,0.028507,-0.034978,-0.038175
-3.3853,0.033958,-0.034854,-0.0381
-3.3955,0.040515,-0.03484,-0.038025
-3.4024,0.050469,-0.034703,-0.03795
-3.4087,0.056078,-0.034703,-0.037875
-3.4182,0.071641,-0.03458,-0.0378
-3.4035,0.0906,-0.034566,-0.037725
-3.3902,0.098658,-0.034442,-0.03765
-3.348,0.11485,-0.034428,-0.037575
-3.3295,0.1376,-0.034291,-0.0375
-3.3124,0.13958,-0.034291,-0.037425
-3.3224,0.14574,-0.034168,-0.03735
-3.2977,0.16494,-0.034154,-0.037275
-3.3063,0.17742,-0.03403,-0.0372
-3.2986,0.1794,-0.034016,-0.037125
-3.2629,0.19551,-0.033879,-0.03705
-3.2554,0.2012,-0.033879,-0.036975
-3.2509,0.20223,-0.033756,-0.0369
-3.2438,0.20712,-0.033742,-0.036825
-3.2634,0.21218,-0.033604,-0.03675
-3.2506,0.21455,-0.033604,-0.036675
-3.2398,0.21621,-0.033481,-0.0366
-3.2575,0.22545,-0.033467,-0.036525
-3.2337,0.22055,-0.033344,-0.03645
-3.2338,0.22324,-0.03333,-0.036375
-3.2118,0.23367,-0.033193,-0.0363
-3.2058,0.22703,-0.033193,-0.036225
-3.2241,0.22901,-0.033069,-0.03615
-3.2197,0.23469,-0.033055,-0.036075
-3.2191,0.24409,-0.032932,-0.036
-3.215,0.23983,-0.032918,-0.035925
-3.2454,0.24022,-0.032808,-0.03585
-3.2368,0.25429,-0.032767,-0.035775
-3.2163,0.24702,-0.032671,-0.0357
-3.2094,0.26084,-0.032629,-0.035625
-3.193,0.26432,-0.032533,-0.03555
-3.2136,0.25737,-0.032492,-0.035475
-3.2154,0.26282,-0.032396,-0.0354
-3.2005,0.26993,-0.032355,-0.035325
-3.1865,0.26866,-0.032259,-0.03525
-3.2075,0.26645,-0.032217,-0.035175
-3.1937,0.27467,-0.032108,-0.0351
-3.184,0.27822,-0.032094,-0.035025
-3.1651,0.27459,-0.03197,-0.03495
-3.1662,0.2772,-0.031957,-0.034875
-3.1681,0.2832,-0.031833,-0.0348
-3.1733,0.27443,-0.031819,-0.034725
-3.19,0.2749,-0.031696,-0.03465
-3.1788,0.27878,-0.031682,-0.034575
-3.1833,0.27562,-0.031558,-0.0345
-3.1739,0.27893,-0.031545,-0.034425
-3.1906,0.28115,-0.031435,-0.03435
-3.181,0.28423,-0.031393,-0.034275
-3.1799,0.28067,-0.031311,-0.0342
-3.1662,0.28628,-0.031242,-0.034125
-3.1623,0.29015,-0.031188,-0.03405
-3.1696,0.27648,-0.031105,-0.033975
-3.1672,0.28336,-0.031036,-0.0339
-3.164,0.28604,-0.030968,-0.033825
-3.197,0.27506,-0.030899,-0.03375
